6,5,10.0,8.0,10,0.0,True,100,0.5675339044547059,-22.581033229477466,-22.581033229477466,62.68759346008301
6,5,10.0,8.0,10,0.0,True,100,0.584357858957901,-22.586019368900693,-0.004986139423227343,62.757829666137695
6,5,10.0,8.0,10,0.0,True,200,0.24254887860683993,-22.668328879276014,-0.08230951037532108,140.11356329917908
6,5,10.0,8.0,10,0.0,True,200,0.2424904085110029,-22.668338169448422,-9.290172407361297e-06,133.4974308013916
6,5,10.0,8.0,10,0.0,True,400,0.05740474778406224,-22.707968888309242,-0.03963071886082048,415.82631611824036
6,5,10.0,8.0,10,0.0,True,400,0.05738469153516235,-22.707973489868007,-4.601558764250058e-06,413.1296672821045
6,5,10.0,8.0,10,0.0,True,400,0.05738031663270249,-22.707974405294106,-9.154260993682328e-07,416.26363706588745
6,5,10.0,8.0,10,0.0,True,800,0.01337528806084265,-22.715249056978003,-0.007274651683896849,1337.01065325737
6,5,10.0,8.0,10,0.0,True,800,0.013221890086470012,-22.715265510596293,-1.6453618290057648e-05,1413.2315998077393
6,5,10.0,8.0,10,0.0,True,800,0.013196102742426774,-22.715267824187304,-2.3135910112159763e-06,1442.5250718593597
6,5,10.0,8.0,10,0.0,True,800,0.013159151641048084,-22.715271292566026,-3.4683787220046725e-06,1456.2914636135101
6,5,10.0,8.0,10,0.0,True,1600,0.002719459969853233,-22.7165128823635,-0.0012415897974733525,4282.847085475922
6,5,10.0,8.0,10,0.0,True,1600,0.002537446304131663,-22.71652780437729,-1.4922013789941957e-05,4894.676663160324
6,5,10.0,8.0,10,0.0,True,1600,0.002511400105959183,-22.71653034845853,-2.54408124078509e-06,5074.951213359833
6,5,10.0,8.0,10,0.0,True,2000,0.00139786491479299,-22.716647714709786,-0.00011736625125635669,7584.995682954788
6,5,10.0,8.0,10,0.0,True,2000,0.0013428577111653794,-22.716652945829082,-5.231119295956432e-06,8064.9963936805725
6,5,10.0,8.0,10,0.0,True,2000,0.001328997400037224,-22.716654233865935,-1.2880368522871777e-06,8193.17260479927
6,5,10.0,8.0,10,0.0,True,4000,0.0003076524031939698,-22.71675224430394,-9.801043800550246e-05,26350.749809265137
6,5,10.0,8.0,10,0.0,True,4000,0.0002284488713257815,-22.716758945272392,-6.7009684521224244e-06,36638.431567668915
6,5,10.0,8.0,10,0.0,True,4000,0.0002163167670232724,-22.71675996525903,-1.0199866373739042e-06,38992.954411029816
6,5,10.0,8.0,10,0.0,True,4000,0.00021201301285600493,-22.716760320698995,-3.5543996546039125e-07,39876.459646224976
