21,4,16.0,8.0,0.0,16,0.0,True,100,0.17539269245344258,-46.35835887958793,-46.35835887958793,425.21366333961487
21,4,16.0,8.0,0.0,16,0.0,True,100,0.17580155679661402,-46.3584063160417,-4.743645376947825e-05,463.8798313140869
21,4,16.0,8.0,0.0,16,0.0,True,200,0.048303431768545124,-46.42180315983452,-0.06339684379281607,993.946093082428
21,4,16.0,8.0,0.0,16,0.0,True,200,0.048161239681121515,-46.42186269156117,-5.953172664874273e-05,912.2573919296265
21,4,16.0,8.0,0.0,16,0.0,True,400,0.031103486123811308,-46.46333854534113,-0.04147585377996421,3160.0661447048187
21,4,16.0,8.0,0.0,16,0.0,True,400,0.031096792378775717,-46.46334168913448,-3.143793350091073e-06,3151.930117368698
21,4,16.0,8.0,0.0,16,0.0,True,400,0.031099224439913087,-46.46334245651643,-7.673819482079125e-07,3228.3002874851227
21,4,16.0,8.0,0.0,16,0.0,True,800,9.614186183171958e-06,-46.50980445104546,-0.046461994529032324,11591.447744846344
21,4,16.0,8.0,0.0,16,0.0,True,800,9.370241059514304e-06,-46.509804480461675,-2.9416213465083274e-08,10906.125247716904
21,4,16.0,8.0,0.0,16,0.0,True,800,9.330490684079001e-06,-46.509804485052406,-4.590731350617716e-09,1402.65491771698
21,4,16.0,8.0,0.0,16,0.0,True,800,9.291889909946011e-06,-46.5098044893864,-4.333990943905519e-09,1495.4566740989685
21,4,16.0,8.0,0.0,16,0.0,True,1600,5.490001058219016e-07,-46.50980543704184,-9.47655443894746e-07,27524.331848859787
21,4,16.0,8.0,0.0,16,0.0,True,1600,2.888777999037334e-07,-46.509805463822396,-2.678055466276419e-08,36317.83700251579
21,4,16.0,8.0,0.0,16,0.0,True,1600,2.5318195187869957e-07,-46.509805467184705,-3.362309541898867e-09,30215.717928409576
21,4,16.0,8.0,0.0,16,0.0,True,2000,7.609060058979519e-08,-46.50980548509123,-1.790652248701008e-08,48243.85663485527
21,4,16.0,8.0,0.0,16,0.0,True,2000,5.1275492296571995e-08,-46.50980548749368,-2.4024515710152627e-09,51993.54010295868
21,4,16.0,8.0,0.0,16,0.0,True,2000,4.848789123249151e-08,-46.509805487764076,-2.703970380935061e-10,22456.60360431671
21,4,16.0,8.0,0.0,16,0.0,True,4000,3.780678526132418e-08,-46.50980548880356,-1.039481389852881e-09,60237.68017292023
21,4,16.0,8.0,0.0,16,0.0,True,4000,2.87986952568832e-08,-46.50980548966248,-8.589253752688819e-10,65817.74221658707
21,4,16.0,8.0,0.0,16,0.0,True,4000,2.5340796405445273e-08,-46.50980548998775,-3.2526514814890106e-10,63865.684009552
21,4,16.0,8.0,0.0,16,0.0,True,4000,2.4738256829594698e-08,-46.50980549004739,-5.964295723970281e-11,14854.595065116882
21,4,16.0,8.0,0.0,16,0.0,True,4000,2.438673627169355e-08,-46.50980549008146,-3.4070524179696804e-11,11163.504728078842
21,4,16.0,8.0,0.0,16,0.0,True,4000,2.407432478239117e-08,-46.50980549011231,-3.085176558670355e-11,11047.715175628662
